lei,respondent_name,respondent_city,respondent_state,type_name,respondent_rssd
254900NZOY3XB2DNSZ34,USALLIANCE FCU,Rye,NY,Credit Union,451189
2549006T9J2DMLJVRS64,MUNICIPAL CU,New York,NY,Credit Union,210797
5493001VQ02LHMFEXJ21,MID-HUDSON VALLEY,Kingston,NY,Credit Union,480581
549300RUKY2I2HQ2AI44,POLISH & SLAVIC FCU,New York,NY,Credit Union,405388
5493005ZSV53K4M63M18,HUDSON HERITAGE,Middletown,NY,Credit Union,519977
5493002C1SVHOFTWF108,AMERICU CU,Rome,NY,Credit Union,12281
254900C44LTMSEGQ5K05,ISLAND,Hauppauge,NY,Credit Union,932286
549300BT4QFCJRGY7Y90,SPERRY ASSOCIATES,Garden City Park,NY,Credit Union,262974
549300E3VF26P7719Z56,RELIANT COMMUNITY FCU,Sodus,NY,Credit Union,965985
549300LFHSPQF8FQR548,ACTORS FCU,New York,NY,Credit Union,167583
5493009U7VIT7UF4QH15,ONTARIO SHORES,Newfane,NY,Credit Union,363385
254900YY8IQK41QDLZ95,ADVANTAGE FCU,Rochester,NY,Credit Union,690399
549300ZZIAVB1U6Z4S78,CFCU COMMUNITY CU,Ithaca,NY,Credit Union,272281
549300Q50XCC0473FG63,QUORUM FCU,Harrison,NY,Credit Union,464581
549300WK15ESCDNJ5M35,CORNING,Corning,NY,Credit Union,482978
549300KUYF5QOROM7N37,ESL FCU,Rochester,NY,Credit Union,243179
549300R22XCNNGVXRO22,SELF RELIANCE NY FCU,New York,NY,Credit Union,602682
549300V56OLT434ILO42,NIAGARA'S CHOICE,Niagara Falls,NY,Credit Union,265788
254900DS8F7DYEEO5B60,MOOG EMPLOYEES FCU,East Aurora,NY,Credit Union,534680
549300TDVGWRELEO5F50,VISIONS,Endwell,NY,Credit Union,562786
549300VYEO55JM1VUZ93,GREATER WOODLAWN FCU,BLASDELL,NY,Credit Union,783983
549300EZIROI6ZF7B419,FAMILY 1ST OF NY,Rochester,NY,Credit Union,176482
549300NBSU5FHMDN5F74,1ST SOURCE,New Hartford,NY,Credit Union,695376
549300BY8DZPEK4ZR022,CARDINAL CU,Mentor,OH,Credit Union,667195
549300WYRD3CZ6KH1N11,CU OF OHIO,Hilliard,OH,Credit Union,571292
549300KZVNU4UKZSWD59,CANTON SCHOOL EMPLOYEES,Canton,OH,Credit Union,678678
254900JPFVLN18XNDG98,DAY AIR CU,Kettering,OH,Credit Union,501794
549300YS7PW1Y7DQZG40,CENTURY,Cleveland,OH,Credit Union,640376
254900UHFHT3IWKY8K19,DIRECTIONS CU,Toledo,OH,Credit Union,142898
549300N1YEXP02MHBR47,WRIGHT-PATT CU,BEAVERCREEK,OH,Credit Union,368492
254900ARL5FDX2OOH702,SUPERIOR CU,Lima,OH,Credit Union,958585
549300YCOUKZIB6S5041,JEEP COUNTRY,Holland,OH,Credit Union,865478
549300VGZHXNY2T0G559,SUN FCU,Maumee,OH,Credit Union,265087
549300SU3TF26I8KB315,UNIVERSAL 1 CU,Dayton,OH,Credit Union,150893
5493002G1DPDOKT55X37,DESCO,Portsmouth,OH,Credit Union,427287
549300P0EVSTBKD8HJ82,C E S,Mount Vernon,OH,Credit Union,811493
549300GN85R5S1V3SJ96,KEMBA CU,West Chester,OH,Credit Union,704492
5493003GJY287GIWFH36,CME FCU,Columbus,OH,Credit Union,565376
549300U1BTGE4PJ8EK24,STARK FCU,Canton,OH,Credit Union,201384
549300567BJCXPG9IV35,SEVEN SEVENTEEN CU,Warren,OH,Credit Union,306298
549300YJQ7L8XG0WT572,CINFED FCU,Cincinnati,OH,Credit Union,871787
549300Y6FMTOZSY0VW06,KEMBA FIN,Gahanna,OH,Credit Union,31291
549300KCWMM5PJHWO653,AURGROUP FIN CU,FAIRFIELD,OH,Credit Union,981798
5493005JSMO6YKNVQ426,BAY AREA CU,Oregon,OH,Credit Union,149299
5493001D5DXR1S70P689,RIVER VALLEY CU,MIAMISBURG,OH,Credit Union,825285
549300CZVVHZY16D5T08,CINNATI OHIO POLICE,Cincinnati,OH,Credit Union,173173
549300LGE7I6F2K89769,BMI FCU,Dublin,OH,Credit Union,833178
549300ZA8T2KGQF6JK55,EDUCATION 1ST CU,Columbus,OH,Credit Union,773078
54930038B7D8N5ZCSG62,ATOMIC CU,Piketon,OH,Credit Union,23894
254900R8RQ7UOD00O702,COLUMBUS METRO FCU,Columbus,OH,Credit Union,493189
549300N4Y8SZTX37AW62,FIRESTONE,Akron,OH,Credit Union,394482
549300UOLCM9I7THWB63,PROMEDICA FCU,Toledo,OH,Credit Union,651082
549300OZV7J05G72WS11,IH CU,SPRINGFIELD,OH,Credit Union,68699
549300VZCSVVY5P73G51,COMMUNITY STAR CU,Elyria,OH,Credit Union,930693
549300ISBO500DQ50239,BFG FCU,Akron,OH,Credit Union,971678
549300981UHFORU1HG39,MIAMI UNIVERSITY COMMUNITY,Oxford,OH,Credit Union,912783
549300BYZ5JSI6TQMS54,GLASS CITY FCU,Maumee,OH,Credit Union,610874
549300VDCE0HESF63887,ST JOSEPHS CANTON PARISH,Canton,OH,Credit Union,683775
549300PGWM7M3DKQ1F43,BRIDGE,Columbus,OH,Credit Union,636995
549300SNBYRUG0BK5T32,KH NETWORK CU,Dayton,OH,Credit Union,868488
549300M7T9PJF7QD7M68,EMERY FCU,Cincinnati,OH,Credit Union,643377
549300MH5OXXJKWZZY83,GENERAL ELECTRIC CU,Cincinnati,OH,Credit Union,23287
549300Z736FEFLWQ4G83,OHIO VALLEY COMMUNITY FCU,Clarington,OH,Credit Union,383093
549300ASHFL5TJ8X1B89,CODE,Dayton,OH,Credit Union,305974
549300ZJK68X6PQU2308,TELHIO,Columbus,OH,Credit Union,1008692
254900YSYHBYDFRVT153,PATHWAYS FIN CU,Columbus,OH,Credit Union,53097
549300R1M9F3KHD4D911,HOMELAND CU,CHILLICOTHE,OH,Credit Union,105790
549300EBDJ0OSO5L7O79,ASSOCIATED SCHOOL EMPLOYEES CU,YOUNGSTOWN,OH,Credit Union,22691
2549005BWLPEBQA7QJ63,OHIO CATHOLIC FCU,Garfield Heights,OH,Credit Union,314088
549300FB7LY738B0AS28,SHAREFAX CU,BATAVIA,OH,Credit Union,368090
254900TFS12PFBK5FD47,TRUECORE FCU,Newark,OH,Credit Union,448077
549300J1IQXJ1CSCCU16,HOPEWELL FCU,Heath,OH,Credit Union,131780
254900R3GSQ9SP0VJU09,THE FOCUS FCU,Oklahoma City,OK,Credit Union,816984
254900F4K0YUTIQ7Q952,OKLAHOMA EDUCATORS CU,Oklahoma City,OK,Credit Union,398695
549300M2HFFTNLBO7R56,TRUE SKY,Oklahoma City,OK,Credit Union,535593
549300V5MRNYGHSGR060,OKLAHOMA'S,Oklahoma City,OK,Credit Union,576792
549300V71V12DS7RW675,COMMUNICATION,Oklahoma City,OK,Credit Union,603670
5493001EYKX1T5YCJ737,RED RIVER FCU,Altus,OK,Credit Union,281180
54930068H3KVFOUG0285,OKLAHOMA CENTRAL CU,Tulsa,OK,Credit Union,218793
254900Y4P4X4Y1L26R43,MUNICIPAL EMPLOYEES CU OF OKLAHOMA CITY,Oklahoma City,OK,Credit Union,759894
984500A1A8A91F8C4M93,OKLAHOMA FCU,Oklahoma City,OK,Credit Union,414287
549300O86UUZZGSLX538,RED CROWN,Tulsa,OK,Credit Union,765671
5493007U8EFNQS3VJQ70,ALLEGIANCE,Oklahoma City,OK,Credit Union,336099
549300Q1YFRSB8UEGH03,TRUITY FCU,Bartlesville,OK,Credit Union,518774
549300W8MJBUGW3ZLQ95,WEOKIE,Oklahoma City,OK,Credit Union,148890
549300PZP3UHKYJ5ET63,TINKER FCU,Oklahoma City,OK,Credit Union,220590
549300N1LBROQFJ7YJ64,FORT SILL,Fort Sill,OK,Credit Union,775689
54930013MXTMNAENKY84,ENERGY ONE FCU,Tulsa,OK,Credit Union,28170
549300552HVITY0L9184,US EMPLOYEES OC FCU,Oklahoma City,OK,Credit Union,970774
254900AASWOQ6SVWCG44,TULSA FCU,Tulsa,OK,Credit Union,419590
254900F8XCJE1G9OYR92,TTCU FCU,Tulsa,OK,Credit Union,508690
254900Z8J5L9POS71X51,OREGON STATE CU,Corvallis,OR,Credit Union,942481
549300CPJH6JMU13EQ37,CENTRAL WILLAMETTE CU,Albany,OR,Credit Union,833598
254900HD4RROQDXNWI45,PACIFIC NW FCU,Portland,OR,Credit Union,97176
2549008LK3474E9U2888,ONPOINT COMMUNITY CU,Portland,OR,Credit Union,852393
5493002QI5QUDX4RGW52,INROADS,Saint Helens,OR,Credit Union,701370
549300L44U62O7WHRR78,1ST COMMUNITY,Coquille,OR,Credit Union,837484
549300CTZWA68906Q837,NORTHWEST COMMUNITY,Eugene,OR,Credit Union,928298
549300E34W6TNRG7B624,OREGONIANS CU,Milwaukie,OR,Credit Union,542890
254900T37KTTXKCK3416,RIVERMARK COMMUNITY CU,Beaverton,OR,Credit Union,179689
549300IEP77RKJ87Z176,OREGON COMMUNITY,Eugene,OR,Credit Union,603483
549300VEJ302N3NLKA88,CLACKAMAS COMMUNITY,Milwaukie,OR,Credit Union,876689
254900MNIT450KPDA114,ADVANTIS,Milwaukie,OR,Credit Union,323996
549300LVO8UXHRM8O957,WAUNA FCU,Clatskanie,OR,Credit Union,856186
549300TEGBOIDI6Z5J56,MID OREGON FCU,Bend,OR,Credit Union,106685
549300MRNL011DYRV285,NW PRIORITY CU,Portland,OR,Credit Union,135993
549300GL7DLQR39MW179,HERITAGE GROVE FCU,Salem,OR,Credit Union,100683
549300HH0V8LECLNPQ26,ROGUE,Medford,OR,Credit Union,725385
549300V1IRRYSYRSPU54,CASTPARTS EMPLOYEES,Portland,OR,Credit Union,228989
2549009OWTY7KVB18G12,USAGENCIES,Portland,OR,Credit Union,373898
5493003WLEYGXGNTI654,SELCO COMMUNITY,Eugene,OR,Credit Union,423092
2549001IK7UDPADKAG34,UNITUS COMMUNITY CU,Portland,OR,Credit Union,219594
549300CDLJDN8ENOT455,MARION AND POLK SCHOOLS CU,Salem,OR,Credit Union,278797
549300JUZBXW5SUK5V79,HERITAGE VALLEY,York,PA,Credit Union,35776
549300AX5UMUZ61L1X54,UTILITIES EMPLOYEES CU,Wyomissing,PA,Credit Union,7997
254900JU5OLW9ZB5C595,NEW CUMBERLAND FCU,New Cumberland,PA,Credit Union,510581
549300U001ZTHCHO4196,INSPIRE FCU,Newtown,PA,Credit Union,1864384
549300NWB973YIHXKU90,WASHINGTON AREA TEACHERS FCU,Washington,PA,Credit Union,719384
54930063XGNMIXS57091,POLICE & FIRE,Philadelphia,PA,Credit Union,945978
549300UU637N6PFNEE28,LEHIGH VALLEY EDUCATORS,Allentown,PA,Credit Union,909390
5493007CNNPPB1T3TQ21,BEO,Wyomissing,PA,Credit Union,943871
5493007ZNQ6MSZ2J3966,PEOPLE 1ST,Allentown,PA,Credit Union,335382
549300UI713YO3L6SF02,HORIZON FCU,Williamsport,PA,Credit Union,185989
549300JBMMNIOX7XU115,BELCO COMMUNITY CU,Harrisburg,PA,Credit Union,534970
549300FK7ZHTO2G1RM11,LANCO FCU,Lancaster,PA,Credit Union,959685
5493001CM06UK2XY3I18,FRANKLIN MINT,Chadds Ford Township,PA,Credit Union,253981
549300GR3G0K8VJOH721,LEBANON,Lebanon,PA,Credit Union,825780
549300IWSSP83SNIPE63,PATRIOT,Chambersburg,PA,Credit Union,630984
549300DJES4HXFQRN790,GOLD CU,Allentown,PA,Credit Union,1012895
254900YVNHCJ44QMIS36,C-B-W SCHOOLS FCU,Sidman,PA,Credit Union,907789
254900Y4QCRHFQOGEU34,UKRAINIAN SELFRELIANCE FCU,Feasterville,PA,Credit Union,478887
254900DBXH1D6Z0HXT15,DISCOVERY FCU,Wyomissing,PA,Credit Union,37985
54930053KPO7OG48FP72,EVERENCE FCU,Lancaster,PA,Credit Union,168188
254900JSR03JVTTZ6039,UNITED COMMUNITY FCU,West Mifflin,PA,Credit Union,208682
549300WTVIGCZ5GK4376,NORRISTOWN BELL,Blue Bell,PA,Credit Union,324078
549300754PTUH541X764,PENN EAST FCU,Scranton,PA,Credit Union,703477
549300W6S818WBYBBJ66,TRI COUNTY AREA FCU,Pottstown,PA,Credit Union,783488
549300PT6CCDYU4VHM41,PENNSYLVANIA STATE EMPLOYEES CU,Harrisburg,PA,Credit Union,268592
549300N4B8DUNK34FL02,PENN STATE,Bellefonte,PA,Credit Union,573586
549300DO51DW0RG07O39,BENCHMARK FCU,West Chester,PA,Credit Union,315478
549300JUU7PS6Y4KM909,WEST-AIRCOMM FCU,Beaver,PA,Credit Union,1013986
549300YS7CHMGGRDEV77,ALLENTOWN,Allentown,PA,Credit Union,68783
254900ZELVKWROFNEC29,ARDENT FCU,Philadelphia,PA,Credit Union,248781
5493001XNU40KOITE062,GREATER PITTSBURGH POLICE,Pittsburgh,PA,Credit Union,552572
549300XOOL3OJTITCV30,CITADEL FCU,Exton,PA,Credit Union,167873
549300WETW159N5QFR97,1ST CAPITAL FCU,York,PA,Credit Union,289999
54930062IKKOJW3K8L94,TRUMARK FIN CU,Fort Washington,PA,Credit Union,766892
254900PQN88DET52I724,USX FCU,Cranberry Twp.,PA,Credit Union,971276
549300DYB1ZT3UOGPL20,PHILADELPHIA,Philadelphia,PA,Credit Union,543084
5493002QP2ONO47G5R24,APCI FCU,Allentown,PA,Credit Union,84989
54930047YMR4VOMFGS35,AMERICHOICE,Mechanicsburg,PA,Credit Union,519986
254900L0XOVEOJWGQO95,CROSS VALLEY FCU,Wilkes Barre,PA,Credit Union,166287
254900XJCLA0W3K4J455,GROVE CITY AREA FCU,Grove City,PA,Credit Union,752381
549300PPIXNO2E1B5V55,OMEGA FCU,Wexford,PA,Credit Union,308975
549300FV32ULL0DL8X39,NET,Scranton,PA,Credit Union,17772
549300N5GF79IZ5Y7G10,AMER HERITAGE FCU,Philadelphia,PA,Credit Union,801878
549300W75G5512S0BN41,1ST ED CU,Chambersburg,PA,Credit Union,94997
549300HTK2JOGRTAIO10,THE ONE,Meadville,PA,Credit Union,899781
549300LQBQA3XIDZPS96,WHITE ROSE CU,York,PA,Credit Union,983082
549300FVHSR5J0LNLQ61,HERSHEY,Hummelstown,PA,Credit Union,763088
254900VZM7V5ZDUJAQ32,MON VALLEY COMMUNITY FCU,Allenport,PA,Credit Union,7979
549300DQW5P73YGBL063,SERVICE 1ST,Danville,PA,Credit Union,776686
254900MC3K81XOEBSM60,PITTSBURGH FIREFIGHTERS' FCU,Pittsburgh,PA,Credit Union,23474
254900YN8ERRLHZ0YF62,RIVERSET CU,Pittsburgh,PA,Credit Union,406693
2549008YEXLNFKLF7548,WIDGET FCU,Erie,PA,Credit Union,1011674
5493008YRTIU0FNCTY07,TRI BORO,Munhall,PA,Credit Union,688172
254900XNCZ58J8OHZO17,FREEDOM UNITED FCU,Rochester,PA,Credit Union,607874
25490053H6JWQDX4RM47,DIAMOND CU,Pottstown,PA,Credit Union,748571
254900PQLW7K91KOVU18,SUN EAST FCU,Aston,PA,Credit Union,897684
549300FL5GANFX0HMU45,ERIE FCU,Erie,PA,Credit Union,299671
549300BHPLBG0CXKTL06,CLEARVIEW FCU,Moon Township,PA,Credit Union,398387
549300YL0FE99QLVY380,ARMCO CU,Butler,PA,Credit Union,365398
549300RMEQJVNY2YH756,BHCU,Ridley Park,PA,Credit Union,999092
549300Z6CULHNPDHYI25,FRICK FIN FCU,Uniontown,PA,Credit Union,796488
549300SWKVL60SKWK981,MEMBERS 1ST FCU,Mechanicsburg,PA,Credit Union,934785
549300JNYMHRVCGKK706,FREEDOM CU,Philadelphia,PA,Credit Union,511793
549300DA1N0K2LJI0471,CHOICE ONE COMMUNITY FCU,Plains Township,PA,Credit Union,412274
5493002HFXKKQDK8PH83,FRIENDLY FCU,Aliquippa,PA,Credit Union,782182
549300YZRLQQC62C3P68,PALCO FCU,Muncy,PA,Credit Union,867575
549300PYZVSM1PP3GI62,ALLEGENT COMMUNITY,Pittsburgh,PA,Credit Union,542377
254900Q8CQK28JPFK147,SUPERIOR CU,Collegeville,PA,Credit Union,628598
549300NI5SBQVOFLU926,CORRY FCU,Corry,PA,Credit Union,627685
549300A4SPX2JOQ71791,MERCK SHARP & DOHME FCU,Chalfont,PA,Credit Union,656788
549300Q9TCZDLU48CG18,1ST COMMONWEALTH FCU,Bethlehem,PA,Credit Union,164685
549300XPRW4X0ADUZ549,WAVE FCU,Warwick,RI,Credit Union,126197
254900OVHD0ZZK65EQ86,THE PEOPLE'S CU,Middletown,RI,Credit Union,47292
549300BUIG4G67S5O712,WESTERLY COMMUNITY,Westerly,RI,Credit Union,525996
5493001B4TX233UP4J06,RHODE ISLAND CU,Providence,RI,Credit Union,222893
549300T04FOW0XMN1L26,BLACKSTONE RIVER FCU,Woonsocket,RI,Credit Union,584199
549300YIBRM1ZYA6GT07,NAVIGANT CU,Smithfield,RI,Credit Union,951698
549300JD1162QW84ZO34,GREENWOOD,Warwick,RI,Credit Union,54898
549300OITV2T766YLP15,OCEAN STATE CU,Coventry,RI,Credit Union,318796
549300UK3Z5PC7V71K69,PAWTUCKET,Pawtucket,RI,Credit Union,50694
549300WC12JROIUVWY16,SOUTH CAROLINA FCU,North Charleston,SC,Credit Union,625476
254900756YRTYX32I428,FAMILY TRUST FCU,Rock Hill,SC,Credit Union,930488
549300QYN3TROD97TI79,ALLSOUTH,Columbia,SC,Credit Union,263588
549300BLQQL5GPC6OJ66,SAFE FCU,Sumter,SC,Credit Union,67889
549300K80E72C24ZOJ37,SRP FCU,North Augusta,SC,Credit Union,437192
5493004JGZVB2EPI6W51,PALMETTO CITIZENS FCU,Columbia,SC,Credit Union,510778
549300KRHOMDHAKS8L29,SHARONVIEW FCU,Indian Land,SC,Credit Union,942584
549300G2G5WIECTLPX95,CAROLINA TRUST FCU,Myrtle Beach,SC,Credit Union,325084
5493001W9K6LDV5X2H07,S C STATE FCU,Columbia,SC,Credit Union,327891
549300I3LFY4G7F9CE90,CPM FCU,North Charleston,SC,Credit Union,861582
549300WDLOVGUYVTS727,MTC FCU,Greenville,SC,Credit Union,380289
549300QBV10SC3TEU133,CAROLINA FOOTHILLS,Spartanburg,SC,Credit Union,839189
5493001AGQGPJ3N3YL33,FOUNDERS FCU,Lancaster,SC,Credit Union,549291
549300B5RA7BRG1R2728,GREENVILLE FCU,Greenville,SC,Credit Union,1000584
54930024QEEW6YDTWZ98,REV FCU,Summerville,SC,Credit Union,929987
5493003CWPNX7EZ46462,SPC CU,Hartsville,SC,Credit Union,497990
549300GB84TJEK0SHQ79,MID CAROLINA CU,Lugoff,SC,Credit Union,530196
254900SYM73UN2V4KP10,GREENVILLE HERITAGE FCU,Greenville,SC,Credit Union,193872
5493009JZ6NIQL6RQT28,HIGHMARK,Rapid City,SD,Credit Union,460079
549300MM52W3C4U18L74,SIOUX EMPIRE,Sioux Falls,SD,Credit Union,871479
549300M2Z8GR3VL0QQ74,BLACK HILLS FCU,Rapid City,SD,Credit Union,187871
549300REHZOIYMHDPI61,SIOUX FALLS,Sioux Falls,SD,Credit Union,64776
549300VTMXH07KUIB722,SERVICE 1ST FCU,Sioux Falls,SD,Credit Union,878674
549300MVYX1L50756117,VOYAGE FCU,Sioux Falls,SD,Credit Union,667971
549300RP7VACH3GG5E95,NORTHEAST COMMUNITY,Elizabethton,TN,Credit Union,522593
5493004NO7XCFVG4KD53,Y-12 FCU,Oak Ridge,TN,Credit Union,940786
254900P86CWA5DCK0Y27,CLHFIELD FCU,Erwin,TN,Credit Union,749073
549300HTKHBMJL4D9734,CORNERSTONE FIN CU,Nashville,TN,Credit Union,455299
254900E8KW1VR97KFU45,TNCONNECT CU,Knoxville,TN,Credit Union,274098
549300YUZCW5UUIYIL79,THE TENNESSEE CU,NASHVILLE,TN,Credit Union,446699
549300LCT0EFT83E5873,ENRICHMENT,OAK RIDGE,TN,Credit Union,688387
254900IZF27X7A3Q7I15,OLD HICKORY CU,Old Hickory,TN,Credit Union,442495
549300BUVM9AXNUI6G83,CITY EMPLOYEES CU,KNOXVILLE,TN,Credit Union,406590
549300TWLXP5O4IHG211,SOUTHEAST FIN CU,Franklin,TN,Credit Union,456894
549300GJXNFP6TD1QN94,JOHNSONVILLE TVA EMPLOYEES CU,CAMDEN,TN,Credit Union,137090
549300DDLYW49R2HCV81,EASTMAN,Kingsport,TN,Credit Union,263391
54930074H8866HTIWU69,KNOXVILLE TVA EMPLOYEES CU,Knoxville,TN,Credit Union,456492
549300K6L4VXCXWN4205,ORNL FCU,Oak Ridge,TN,Credit Union,825379
549300K2JM6ID3V5LO24,1ST SOUTH FIN,Bartlett,TN,Credit Union,675480
254900TTXC2DBWKBNZ05,BOWATER EMPLOYEES CU,Calhoun,TN,Credit Union,520898
5493007669OVCSCATP45,TENNESSEE VALLEY,Chattanooga,TN,Credit Union,426374
549300ZPDWAT9R7KRW05,KNOXVILLE TEACHERS FCU,Knoxville,TN,Credit Union,338392
549300E1PJPTI4YS7H26,ASCEND FCU,Tullahoma,TN,Credit Union,290986
549300DU662K57XBSH20,MEMPHIS CITY EMPLOYEES CU,Memphis,TN,Credit Union,317397
254900WQCRCK13A7DC81,FORTERA FCU,Clarksville,TN,Credit Union,90588
5493004C6NM2VNOH2N94,APPALACHIAN COMMUNITY FCU,Gray,TN,Credit Union,261294
254900ZZXXF96R7R7870,SOUTHERN SECURITY FCU,Collierville,TN,Credit Union,378875
549300OGIGNKGO2DX942,FEDEX EMPLOYEES CREDIT ASSOC,Memphis,TN,Credit Union,214384
5493006MRGHEPWMR2015,HERITAGE SOUTH COMMUNITY CU,Shelbyville,TN,Credit Union,539498
549300KB8NXVYD7BGS97,US COMMUNITY,Nashville,TN,Credit Union,510693
254900FJRICL380R4T46,LEADERS CU,Jackson,TN,Credit Union,117391
5493008HXD04SBQ82S85,HORIZON CU,Kingsport,TN,Credit Union,400299
549300DV2WBWN5ZEMV06,ALCOA TENN FCU,Alcoa,TN,Credit Union,513377
5493008XX3NZ5S384W16,U T,Knoxville,TN,Credit Union,878281
254900U2ZPLWQTSD3158,ORION FCU,Memphis,TN,Credit Union,493497
549300R14I3DX6ZMWL07,CONSUMER CU,Greeneville,TN,Credit Union,425292
2549000PNXYVRN44TV91,MY COMMUNITY CU,Midland,TX,Credit Union,55288
549300LU6Y2TXG48QY48,RANDOLPH-BROOKS,Live Oak,TX,Credit Union,491381
549300AZ4UOXI3Q53W34,A+ FCU,Austin,TX,Credit Union,775380
549300HO5ZZCX2Z8V467,FIVEPOINT CU,Nederland,TX,Credit Union,176875
254900H6Q0VRU6MPSX83,AMERICA'S CU,GARLAND,TX,Credit Union,744292
549300V315P16H3FSD37,LONE STAR,Dallas,TX,Credit Union,546188
549300SWDNGYGQBG4K69,MOBILOIL,Beaumont,TX,Credit Union,598570
549300HOWLXD5W5EK468,AIR FORCE FCU,San Antonio,TX,Credit Union,463285
549300UE4FFDNV7ELD54,SCHLUMBERGER EMPLOYEES CU,Sugar Land,TX,Credit Union,719496
549300M59800JNGYFP30,EAST TEXAS PROFESSIONAL CU,Longview,TX,Credit Union,693895
549300HC2W2SFF3LU356,GULF COAST EDUCATORS FCU,Pasadena,TX,Credit Union,881272
5493008N1D96CHCTQC27,SECURITY SERVICE,San Antonio,TX,Credit Union,666581
549300EW5YD0HPCTME62,FORT WORTH CITY CU,Fort Worth,TX,Credit Union,704595
549300KKOHQFSTKHSN59,TEXAS TRUST,Arlington,TX,Credit Union,482277
549300DCAVODU8W5UW13,WICHITA FALLS TEACHERS FCU,Wichita Falls,TX,Credit Union,32775
549300I7M2M0Q6LCLA63,TEXAS DOW EMPLOYEES CU,Lake Jackson,TX,Credit Union,434593
5493002EOK9UP4QZ5N22,LIBERTYONE CU,Arlington,TX,Credit Union,30799
549300SJWQIDIVGK4U55,TEXAS FCU,Dallas,TX,Credit Union,554978
549300I1HK1BBZLKOB84,ADVANCIAL,Dallas,TX,Credit Union,113777
254900N91HZUUV8IZM62,NORTH EAST TEXAS CU,Lone Star,TX,Credit Union,497477
25490031FYE1X5QNTK83,1ST BASIN CU,Odessa,TX,Credit Union,1221567
549300JCJTE5UXLF3V46,GO FCU,Dallas,TX,Credit Union,289074
549300BOONATEIE9GC38,1ST COMMUNITY FCU,San Angelo,TX,Credit Union,328085
549300CPM35KXH0BZ823,NAVY ARMY COMMUNITY CU,Corpus Christi,TX,Credit Union,930189
5493000H6FXB15JQW781,COMMUNITIES OF ABILENE FCU,Abilene,TX,Credit Union,771485
549300A8TEVE8WYT0T29,ABILENE TEACHERS FCU,Abilene,TX,Credit Union,877284
254900RW4F62S7FHDV91,UNITED COMMUNITY CU,Houston,TX,Credit Union,682086
254900EQ7TPQ6NBKRF55,NASCOGA FCU,Gainesville,TX,Credit Union,635484
549300U2B1ZNGX3H8U54,TEXAS TECH,Lubbock,TX,Credit Union,179586
549300NQCH8PMKEYBL30,POSTEL FAMILY CU,Wichita Falls,TX,Credit Union,974491
549300I3SDXHG6BUD309,CAPITOL CU,Austin,TX,Credit Union,629894
549300QWA589VRBWSZ92,COMMUNITY RESOURCE CU,Baytown,TX,Credit Union,505493
5493000321W4GKLZ1Y10,MOBILITY CU,Irving,TX,Credit Union,370187
254900PZMV3V09E3HO84,MEMBERS CHOICE OF CENTRAL TEXAS FCU,Waco,TX,Credit Union,19570
254900QC7DVGIYVGB494,RESOURCE ONE CU,Dallas,TX,Credit Union,473275
549300MXE3M1W481QB61,METRO MEDICAL CU,Dallas,TX,Credit Union,685797
549300H6M7CI9LXTKS03,PRIMEWAY,Houston,TX,Credit Union,219875
5493003WN6DPWM6VYA67,AUSTIN TELCO FCU,Austin,TX,Credit Union,774
549300Z54IIB4Q3AKI90,SMART FIN CU,Houston,TX,Credit Union,787691
54930031G7ALOZB0HI92,BEACON,La Porte,TX,Credit Union,164788
549300GV8F4RLYWAB272,MCT CU,Port Neches,TX,Credit Union,521699
5493001C1MX62NVN0U50,VELOCITY CU,Austin,TX,Credit Union,560979
254900TIRELTI8ENRL83,AMOCO,Texas City,TX,Credit Union,1017573
549300F52SJSXL6QRM73,1ST COMMUNITY CU,Houston,TX,Credit Union,794194
549300EAO0HUFDR48U74,RED RIVER EMPLOYEES,Texarkana,TX,Credit Union,699178
54930020NKD4V7LL4W50,EVOLVE,El Paso,TX,Credit Union,265573
549300CYYO0YQ3EVCV77,SHELL FCU,Deer Park,TX,Credit Union,74579
549300QEVTCM4MW2YI14,SYNERGY FCU,San Antonio,TX,Credit Union,423289
549300IV3BQZRSE82O16,GECU,El Paso,TX,Credit Union,364690
549300BDFK1ZR5QSYO15,TEXELL CU,Temple,TX,Credit Union,360272
549300L8D4DNZNL31O66,EDUCATION 1ST,Beaumont,TX,Credit Union,530299
549300J5XPZQYI2FNC72,TARRANT COUNTY'S CU,Fort Worth,TX,Credit Union,272991
254900UQIE22KBNLG837,RIVER CITY FCU,San Antonio,TX,Credit Union,612672
54930051L9BKHSHDSD90,INVESTEX CU,Humble,TX,Credit Union,851695
5493004RSPU71QRHYI22,JSC,Houston,TX,Credit Union,647281
549300JX4XZ2XQAMU684,ASSOCIATED CU OF TEXAS,League City,TX,Credit Union,585495
549300FOPGYPVP42FW34,DATCU,Corinth,TX,Credit Union,972394
549300VEIFZEX6HJVA94,CHOCOLATE BAYOU COMMUNITY FCU,Alvin,TX,Credit Union,262684
254900Z5QRSHW4Y8CR51,CU OF TEXAS,Plano,TX,Credit Union,760498
549300QMMJSALZQVP721,PUBLIC EMPLOYEES CU,Austin,TX,Credit Union,572093
549300HQ25HXXXOWJ140,KELLY COMMUNITY FCU,Tyler,TX,Credit Union,457882
2549002DGXCCIY4BGZ41,COMPLEX COMMUNITY FCU,Odessa,TX,Credit Union,154480
549300L7HZ4C5U35BO37,INTOUCH CU,Plano,TX,Credit Union,74887
